"AMACode,Description,AMAFee,MedicareItem,ScheduleFee,",
"AA007,""PROFESSIONAL ATTENDANCE, by a GENERAL PRACTITIONER on NOT MORE THAN ONE PATIENT ON ONE OCCASION - EACH ATTENDANCE in unsociable hours if: ",
"AK222,""PROFESSIONAL ATTENDANCE, on a patient AGED UNDER 4 YEARS, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of ORDINARY COMPLEXITY"",235,5022,78.15,,",
"AK227,""PROFESSIONAL ATTENDANCE, on a patient AGED 75 YEARS OR OVER, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of ORDINARY COMPLEXITY"",235,5027,78.15,,",
"AK230,""PROFESSIONAL ATTENDANCE, on a patient AGED 4 YEARS OR OVER BUT UNDER 75 YEARS OLD, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of COMPLEXITY THAT IS MORE THAN ORDINARY BUT IS NOT HIGH"",370,5030,122.4,,",
"AK231,""PROFESSIONAL ATTENDANCE, on a patient AGED UNDER 4 YEARS, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of COMPLEXITY THAT IS MORE THAN ORDINARY BUT IS NOT HIGH"",465,5031,154.05,,",
"AK232,""PROFESSIONAL ATTENDANCE, on a patient AGED 75 YEARS OR OVER, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of COMPLEXITY THAT IS MORE THAN ORDINARY BUT IS NOT HIGH"",465,5032,154.05,,",
"AK233,""PROFESSIONAL ATTENDANCE, on a patient 4 YEARS OR OVER BUT UNDER 75 YEARS OLD, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of HIGH COMPLEXITY"",620,5033,206.7,,",
"AK235,""PROFESSIONAL ATTENDANCE, on a patient AGED UNDER 4 YEARS, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of HIGH COMPLEXITY"",715,5035,238.35,,",
"AK236,""PROFESSIONAL ATTENDANCE, on a patient AGED 75 YEARS OR OVER, at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) involving medical decision-making of HIGH COMPLEXITY"",715,5036,238.35,,",
"AK239,""PROFESSIONAL ATTENDANCE at a recognised emergency department of a private hospital by a SPECIALIST in the practice of the specialist’s specialty of emergency medicine for preparation of goals of care by the specialist for a GRAVELY ILL PATIENT lacking current goals of care if: ",
 | (a) the SPECIALIST takes overall responsibility for the preparation of the goals of care for the patient; and ,
 | (b) the attendance is the first attendance by the SPECIALIST for the preparation of the goals of care for the patient following the presentation of the patient to the emergency department; and ,
" | (c) the attendance is IN CONJUNCTION with, or after, an attendance on the patient by the specialist that is described in item AK201, AK204, AK211, AK212, AK213, AK214, AK216 or AK219"",340,5039,150.6,,",
"AK241,""PROFESSIONAL ATTENDANCE at a recognised emergency department of a private hospital by a SPECIALIST in the practice of the specialist’s specialty of emergency medicine for preparation of goals of care by the specialist for a GRAVELY ILL PATIENT lacking current goals of care if: ",
 | (a) the SPECIALIST takes overall responsibility for the preparation of the goals of care for the patient; and ,
 | (b) the attendance is the first attendance by the SPECIALIST for the preparation of the goals of care for the patient following the presentation of the patient to the emergency department; and ,
" | (c) the attendance is NOT IN CONJUNCTION with, or after, an attendance on the patient by the specialist that is described in item AK201, AK204, AK211, AK212, AK213, AK214, AK216 or AK219; and ",
" | (d) the attendance is for at least 60 MINUTES "",635,5041,283.2,,",
"AK242,""PROFESSIONAL ATTENDANCE at a recognised emergency department of a private hospital by a MEDICAL PRACTITIONER (except a specialist in the practice of the specialist’s specialty of emergency medicine) for preparation of goals of care by the practitioner for a GRAVELY ILL PATIENT lacking current goals of care if: ",
 | (a) the PRACTITIONER takes overall responsibility for the preparation of the goals of care for the patient; and ,
 | (b) the attendance is the first attendance by the PRACTITIONER for the preparation of the goals of care for the patient following the presentation of the patient to the emergency department; and ,
" | (c) the attendance is IN CONJUNCTION with, or after, an attendance on the patient by the practitioner that is described in item AK201,AK204, AK211, AK212, AK213, AK214, AK216 or AK219"",340,5042,113.05,,",
"AK244,""PROFESSIONAL ATTENDANCE at a recognised emergency department of a private hospital by a Medical Practitioner (except a specialist in the practice of the specialist’s specialty of emergency medicine) for preparation of goals of care by the practitioner for a GRAVELY ILL PATIENT lacking current goals of care if: ",
 | (a) the PRACTITIONER takes overall responsibility for the preparation of the goals of care for the patient; and ,
 | (b) the attendance is the first attendance by the PRACTITIONER for the preparation of the goals of care for the patient following the presentation of the patient to the emergency department; and ,
" | (c) the attendance is NOT IN CONJUNCTION with, or after, an attendance on the patient by the practitioner that is described in item  item AK201, AK204, AK211, AK212, AK213, AK214, AK216 or AK219; and ",
" | (d) the attendance is for AT LEAST 60 MINUTES"",635,5044,212.35,,",
"AL010,""PROFESSIONAL ATTENDANCE (not being a service to which another item in this Category applies) on a patient in imminent danger of death. The time period relates to the total time spent with a single patient, even if the time spent by the practitioner is not continuous. Attendance on one patient at risk of imminent death may be provided by one or more practitioners on the one occasion ",
" | - for a period of NOT LESS THAN 1 HOUR BUT LESS THAN 2 HOURS"",380,160,234.2,,",
"AL020,""PROFESSIONAL ATTENDANCE (not being a service to which another item in this Category applies) on a patient in imminent danger of death. The time period relates to the total time spent with a single patient, even if the time spent by the practitioner is not continuous. Attendance on one patient at risk of imminent death may be provided by one or more practitioners on the one occasion",
" | - For a period of NOT LESS THAN 2 HOURS BUT LESS THAN 3 HOURS"",615,161,390.3,,",
"AL030,""PROFESSIONAL ATTENDANCE (not being a service to which another item in this Category applies) on a patient in imminent danger of death. The time period relates to the total time spent with a single patient, even if the time spent by the practitioner is not continuous. Attendance on one patient at risk of imminent death may be provided by one or more practitioners on the one occasion",
" | - For a period of NOT LESS THAN 3 HOURS BUT LESS THAN 4 HOURS "",830,162,546.15,,",
"AL040,""PROFESSIONAL ATTENDANCE (not being a service to which another item in this Category applies) on a patient in imminent danger of death. The time period relates to the total time spent with a single patient, even if the time spent by the practitioner is not continuous. Attendance on one patient at risk of imminent death may be provided by one or more practitioners on the one occasion",
" | - For a period of NOT LESS THAN 4 HOURS BUT LESS THAN 5 HOURS "",1035,163,702.55,,",
"AL050,""PROFESSIONAL ATTENDANCE (not being a service to which another item in this Category applies) on a patient in imminent danger of death. The time period relates to the total time spent with a single patient, even if the time spent by the practitioner is not continuous. Attendance on one patient at risk of imminent death may be provided by one or more practitioners on the one occasion- For a period of 5 HOURS OR MORE"",1225,164,780.6,,",
"AL500,""FAMILY GROUP THERAPY - PROFESSIONAL ATTENDANCE for the purpose of GROUP THERAPY of not less than 1 hours duration given under the direct continuous supervision of a medical practitioner, other than a consultant physician in the practice of his or her specialty of psychiatry, involving members of a family and persons with close personal relationships with that family ",
" | - EACH GROUP OF 2 PATIENTS "",325,170,124.3,,",
"AL510,""FAMILY GROUP THERAPY - PROFESSIONAL ATTENDANCE for the purpose of GROUP THERAPY of not less than 1 hours duration given under the direct continuous supervision of a medical practitioner, other than a consultant physician in the practice of his or her specialty of psychiatry, involving members of a family and persons with close personal relationships with that family",
" | - EACH GROUP OF 3 PATIENTS "",340,171,130.95,,",
"AL520,""FAMILY GROUP THERAPY - PROFESSIONAL ATTENDANCE for the purpose of GROUP THERAPY of not less than 1 hours duration given under the direct continuous supervision of a medical practitioner, other than a consultant physician in the practice of his or her specialty of psychiatry, involving members of a family and persons with close personal relationships with that family",
" | - EACH GROUP OF 4 OR MORE PATIENTS "",420,172,159.3,,",
"AL900,ACUPUNCTURE performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means where a LEVEL A consultation takes place - AT CONSULTING ROOMS,44,,,,",
"AL911,""ACUPUNCTURE - AT CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking a history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",89,,,,",
"AL912,""ACUPUNCTURE - AT CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking a detailed history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",162,,,,",
"AL913,""ACUPUNCTURE - AT CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking an extensive history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",250,,,,",
"AL920,ACUPUNCTURE - AT A PLACE OTHER THAN THE CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means where a LEVEL A consultation takes place,112,,,,",
"AL921,""ACUPUNCTURE - AT A PLACE OTHER THAN THE CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking a history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",152,,,,",
"AL922,""ACUPUNCTURE - AT A PLACE OTHER THAN THE CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking a detailed history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",225,,,,",
"AL923,""ACUPUNCTURE - AT A PLACE OTHER THAN THE CONSULTING ROOMS - performed by a medical practitioner by application of stimuli on or through the surface of the skin by any means, involving, where clinically relevant:",
 | a) taking an extensive history;,
 | b) undertaking a clinical examination;,
 | c) arranging any necessary investigation;,
 | d) implementing a management plan;,
" | e) providing appropriate preventive health care, in relation to one or more health related issues, with appropriate documentation"",315,,,,",
"AM001,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred for the provision of an assessment and management plan by a medical practitioner practising in general practice (including a general practitioner, but not including a specialist or consultant physician) where the attendance is initiated by that medical practitioner and where the consultant psychiatrist provides the referring medical practitioner with an assessment and management plan to be undertaken by that medical practitioner in general practice for the patient, where clinically appropriate. ",
" | An attendance of MORE THAN 45 MINUTES duration at consulting rooms during which: an outcome tool is used where clinically appropriate; a mental state examination is conducted; a psychiatric diagnosis is made; the consultant psychiatrist decides that the patient can be appropriately managed by the referring medical practitioner without the need for ongoing treatment by the psychiatrist; a 12 month management plan, appropriate to the diagnosis, is provided to the referring medical practitioner which must: ",
" | a) comprehensively evaluate biological, psychological and social issues; ",
 | b) address diagnostic psychiatric issues; ,
" | c) make management recommendations addressing biological, psychological and social issues; and ",
" | d) be provided to the medical practitioner within two weeks of completing the assessment of the patient; the diagnosis and management plan is explained and provided, unless clinically inappropriate, to the patient and/or the carer (with the patient's agreement); the diagnosis and management plan is communicated in writing to the referring medical practitioner.  ",
" | Not being an attendance on a patient in respect of whom, in the preceding 12 months, payment has been made under this item"",835,291,485.7,,",
"AM002,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY to REVIEW A MANAGEMENT PLAN previously prepared by that consultant psychiatrist for a patient and claimed under item AM001, where the review is initiated by the referring medical practitioner practising in general practice. An attendance of MORE THAN 30 MINUTES BUT NOT MORE THAN 45 MINUTES duration at consulting rooms where that attendance follows item AM001 and during which: an outcome tool is used where clinically appropriate; a mental state examination is conducted; a psychiatric diagnosis is made; a management plan provided under item AM001 is reviewed and revised; the reviewed management plan is explained and provided, unless clinically inappropriate, to the patient and/or the carer (with the patient's agreement); the reviewed management plan is communicated in writing to the referring medical practitioner.  ",
" | Being an attendance on a patient in respect of whom, in the preceding 12 months, payment has been made under item AM001, payable no more than once in any 12 month period"",555,293,303.65,,",
"AM004,""PROFESSIONAL ATTENDANCE of MORE THAN 45 MINUTES at CONSULTING ROOMS by a consultant physician in the practice of their speciality of PSYCHIATRY where a patient is referred to them by a medical practitioner, and where the patient:",
 | - is a NEW PATIENT for this consultant psychiatrist; or,
 | - is a patient who has not received a professional attendance from this consultant psychiatrist in the preceding 24 months. ,
" | Not being an attendance on a patient in respect of whom payment has been made under this item, items AM006 or AM009, or any of items AM010 to AM145 in the preceding 24 month period"",455,296,279.35,,",
"AM005,""Professional attendance AT CONSULTING ROOMS OR BY VIDEO CONFERENCE by a consultant physician in the practice of their specialty of PSYCHIATRY to PREPARE an EATING DISORDER TREATMENT AND MANAGEMENT PLAN, if:",
 | (a) the patient is referred; and,
" | (b) the attendance lasts AT LEAST 45 MINUTES"",835,,,,",
"AM006,""PROFESSIONAL ATTENDANCE of more than 45 minutes at HOSPITAL by a consultant physician in the practice of their speciality of PSYCHIATRY where a patient is referred to them by a medical practitioner, and where the patient:",
 | - is a NEW PATIENT for this consultant psychiatrist; or,
 | - is a patient who has not received a professional attendance from this consultant psychiatrist in the preceding 24 months. ,
" | Not being an attendance on a patient in respect of whom payment has been made under this item, items AM004 or AM009 or any of items AM010 to AM145 in the preceding 24 month period"",455,297,279.35,,",
"AM009,""Professional attendance of more than 45 minutes AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL by a consultant physician in the practice of their speciality of PSYCHIATRY where a patient is referred to them by a medical practitioner, and where the patient: ",
 | - is a NEW patient for this consultant psychiatrist; or,
 | - is a patient who has not received a professional attendance from this consultant psychiatrist in the preceding 24 months. ,
" | Not being an attendance on a patient in respect of whom payment has been made under this item, items AM004 or AM006, or any of items AM010 to AM145 in the preceding 24 month period"",540,299,334,,",
"AM010,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner ",
" | - an attendance of NOT MORE THAN 15 MINUTES DURATION"",102,,,,",
"AM015,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner ",
" | - An attendance of MORE THAN 15 MINUTES DURATION BUT NOT MORE THAN 30 MINUTES DURATION "",205,,,,",
"AM025,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 30 MINUTES DURATION BUT NOT MORE THAN 45 MINUTES DURATION at consulting rooms"",305,,,,",
"AM035,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 45 MINUTES DURATION BUT NOT MORE THAN 60 MINUTES DURATION"",405,,,,",
"AM045,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 60 MINUTES DURATION BUT NOT MORE THAN 75 MINUTES DURATION"",460,,,,",
"AM055,"" PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 75 MINUTES DURATION "",510,,,,",
"AM065,""PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner ",
" | - an attendance of NOT MORE THAN 15 MINUTES DURATION "",102,320,46.5,,",
"AM075,"" PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 15 MINUTES DURATION BUT NOT MORE THAN 30 MINUTES DURATION "",205,322,92.75,,",
"AM085,""PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 30 MINUTES DURATION BUT NOT MORE THAN 45 MINUTES DURATION "",305,324,142.8,,",
"AM095,""PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 45 MINUTES DURATION BUT NOT MORE THAN 60 MINUTES DURATION"",405,,,,",
"AM100,""PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 60 MINUTES DURATION BUT NOT MORE THAN 75 MINUTES DURATION "",460,,,,",
"AM105,""PROFESSIONAL ATTENDANCE AT HOSPITAL BY A CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 75 MINUTES DURATION "",515,328,228.7,,",
"AM106,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner ",
" | - an attendance of NOT MORE THAN 15 MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",168,330,85.4,,",
"AM107,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 15 MINUTES DURATION BUT NOT MORE THAN 30 MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",270,332,133.7,,",
"AM108,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 30 MINUTES DURATION BUT NOT MORE THAN 45 MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",370,334,194.85,,",
"AM109,"" PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 45 MINUTES DURATION BUT NOT MORE THAN 60  MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",470,,,,",
"AM110,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 60 MINUTES DURATION BUT NOT MORE THAN 75 MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",530,,,,",
"AM111,""PROFESSIONAL ATTENDANCE BY A CONSULTANT PHYSICIAN FOR A HOME VISIT in the practice of their specialty of PSYCHIATRY where the patient is referred to them by a medical practitioner",
" | - An attendance of MORE THAN 75 MINUTES DURATION where that attendance is AT A PLACE OTHER THAN CONSULTING ROOMS OR HOSPITAL"",570,338,267.75,,",
"AM125,""CONSULTANT PSYCHIATRIST - GROUP PSYCHOTHERAPY (including any associated consultation with a patient taking place on the same occasion and relating to the condition for which group therapy is conducted) of NOT LESS THAN 1 HOURS duration given under the continuous direct supervision of a consultant physician in the practice of their specialty of psychiatry where the patients are referred to them by a medical practitioner ",
" | - GROUP PSYCHOTHERAPY on a GROUP OF 2 TO 9 UNRELATED PATIENTS or FAMILY GROUP PSYCHOTHERAPY OF MORE THAN 3 PATIENTS, EACH PATIENT"",126,342,52.9,,",
"AM135,""FAMILY GROUP PSYCHOTHERAPY on a group of 3 patients, EACH PATIENT "",164,344,70.2,,",
"AM145,""FAMILY GROUP PSYCHOTHERAPY on a group of 2 patients, EACH PATIENT "",245,346,103.85,,",
"AM155,""PROFESSIONAL ATTENDANCE by a CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY, where the patient is referred to them by a medical practitioner, involving an INTERVIEW OF A PERSON OTHER THAN THE PATIENT - SURGERY, HOSPITAL OR RESIDENTIAL AGED CARE FACILITY ",
" | - an attendance of NOT LESS THAN 20 MINUTES DURATION BUT LESS THAN 45 MINUTES DURATION, in the course of initial diagnostic evaluation of a patient"",305,348,136,,",
"AM165,""PROFESSIONAL ATTENDANCE by a CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY, where the patient is referred to them by a medical practitioner, involving an INTERVIEW OF A PERSON OTHER THAN THE PATIENT - SURGERY, HOSPITAL OR RESIDENTIAL AGED CARE FACILITY",
" | - An attendance of NOT LESS THAN 45 MINUTES DURATION"",405,350,187.75,,",
"AM175,""PROFESSIONAL ATTENDANCE by a CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY, where the patient is referred to them by a medical practitioner, involving an interview of a PERSON OTHER THAN THE PATIENT of NOT LESS THAN 20 MINUTES duration, in the course of continuing management of a patient ",
" | - payable not more than 4 times in any 12 month period "",205,352,136,,",
"AM208,""PROFESSIONAL ATTENDANCE AT CONSULTING ROOMS by a CONSULTANT PHYSICIAN in the practice of their specialty of PSYCHIATRY to REVIEW an EATING DISORDER TREATMENT AND MANAGEMENT PLAN, if:",
 | (a) the patient is referred; and,
 | (b) the attendance lasts AT LEAST 30 MINUTES,
" | "",555,90266,303.65,90268,298.85",
"AM210,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A COMMUNITY CASE CONFERENCE of at least 15 minutes, but less than 30 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",285,855,149.25,,",
"AM215,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A COMMUNITY CASE CONFERENCE of at least 30 minutes, but less than 45 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",430,857,224,,",
"AM220,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A COMMUNITY CASE CONFERENCE of at least 45 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",575,858,298.4,,",
"AM230,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A DISCHARGE CASE CONFERENCE of at least 15 minutes, but less than 30 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",285,861,149.25,,",
"AM235,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A DISCHARGE CASE CONFERENCE of at least 30 minutes, but less than 45 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",430,864,224,,",
"AM240,""ATTENDANCE BY A CONSULTANT PHYSICIAN in the practice of his or her speciality of PSYCHIATRY, as a member of a case conference team, to ORGANISE AND CO-ORDINATE A DISCHARGE CASE CONFERENCE of at least 45 minutes with a multidisciplinary team of at least two other formal care providers of different disciplines"",575,866,298.4,,",
"AM500,""PROFESSIONAL ATTENDANCE of MORE THAN 45 MINUTES duration by a MEDICAL PRACTITIONER in the practice of their specialty (OTHER THAN PSYCHIATRY), for assessment, diagnosis and the preparation of a treatment and management plan for a patient aged under 13 years with any of the following conditions; ",
 | 1) autism or any other pervasive developmental disorder; or ,
" | 2) eligible disability, where the medical practitioner: ",
 | a) undertakes a comprehensive assessment of the patient and forms a diagnosis (using the assistance of one or more allied health providers where appropriate). ,
 | b) develops a treatment and management plan that contains: ,
 | (i) the outcomes of the assessment; ,
 | (ii) the diagnosis or diagnoses; ,
 | (iii) opinion on risk assessment; ,
 | (iv) treatment options and decisions; and ,
" | (v) appropriate medication recommendations, where necessary. ",
 | c) provides a copy of the treatment and management plan to the: ,
 | (i) referring practitioner; and ,
 | (ii) relevant allied health providers (where appropriate). ,
 | Not being an attendance on a patient in respect of whom payment has previously been made under this item or item AM510,
" | "",635,,,,",
"AM510,""PROFESSIONAL ATTENDANCE of MORE THAN 45 MINUTES duration by a CONSULTANT PHYSICIAN in their specialty of PSYCHIATRY, for assessment, diagnosis and the preparation of a treatment and management plan for a patient aged under 13 years, with autism or any other pervasive developmental disorder, who has been referred to the consultant psychiatrist by a medical practitioner, where the consultant psychiatrist: ",
 | a) undertakes a comprehensive assessment of the patient and forms a diagnosis (using the assistance of one or more allied health providers where appropriate). ,
 | b) develops a treatment and management plan that contains: ,
 | (i) the outcomes of the assessment; ,
 | (ii) the diagnosis or diagnoses;,
 | (iii) opinion on risk assessment; ,
 | (iv) treatment options and decisions; and ,
" | (v) appropriate medication recommendations, where necessary. ",
 | c) provides a copy of the treatment and management plan to the: ,
 | (i) referring practitioner; and ,
 | (ii) relevant allied health providers (where appropriate).,
" | Not being an attendance on a patient in respect of whom payment has previously been made under this item or item AM500"",635,289,283.2,,",
"AP010,""INVESTIGATION and EVALUATION of a patient for the fitting of CONTACT LENSES, with keratometry and testing with trial lenses and the issue of a prescription - ONE SERVICE IN ANY PERIOD OF THIRTY-SIX CONSECUTIVE MONTHS "",310,,,,",
"AP020,REFITTING OF CONTACT LENSES with keratometry and testing with trial lenses and the issue of a prescription being a subsequent fitting of contact lenses within a period of thirty-six months of the initial fitting which is covered by item AP010,16.6,,,,",
"AP050,""CONSIDERATION OF WRITTEN, PHONE/ VIDEOCONFERENCE, FAXED, OR EMAILED INFORMATION and the furnishing of an opinion (with or without a short written report) by similar means.",
 | ,
" | - simple:  conducted by a recognised specialist or consultant physician"",146,,,,",
"AP055,""CONSIDERATION OF WRITTEN, PHONE/ VIDEOCONFERENCE, FAXED, OR EMAILED INFORMATION and the furnishing of an opinion (with or without a short written report) by similar means.",
 | ,
" | - complex:  conducted by a recognised specialist or consultant physician"",196,,,,",
"AP060,""CONSIDERATION OF WRITTEN, PHONE/ VIDEOCONFERENCE, FAXED, OR EMAILED INFORMATION and the furnishing of an opinion (with or without a short written report) by similar means",
 | ,
" | - simple:  conducted by a medical practitioner other than a recognised specialist or consultant physician"",128,,,,",
"AP065,""CONSIDERATION OF WRITTEN, PHONE/ VIDEOCONFERENCE, FAXED, OR EMAILED INFORMATION and the furnishing of an opinion (with or without a short written report) by similar means.",
 | ,
" | - complex:  conducted by a medical practitioner other than a recognised specialist or consultant physician"",166,,,,",
"AP070,""CONSIDERATION OF WRITTEN, PHONE/ VIDEOCONFERENCE, FAXED OR EMAILED INFORMATION with examination of ELECTRONICALLY/DIGITALLY TRANSMITTED X-RAYS and the furnishing of an opinion (with or without a short written report) by similar means.",
 | ,
" | - simple:  conducted by a recognised specialist or consultant physician"",176,,,,",
